book_id,title,authors,image_url
17333230,The Luminaries,Eleanor Catton,https://images.gr-assets.com/books/1410524246m/17333230.jpg
76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1693617,Disney's the Lion King,Don Ferguson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18739485,"King (King, #1)",T.M. Frazier,https://images.gr-assets.com/books/1434996511m/18739485.jpg
9566,Still Life with Woodpecker,Tom Robbins,https://images.gr-assets.com/books/1308749778m/9566.jpg
543505,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,https://images.gr-assets.com/books/1311281900m/543505.jpg
8045080,"Hell's Corner (Camel Club, #5)",David Baldacci,https://images.gr-assets.com/books/1330171863m/8045080.jpg
6570502,Switch: How to Change Things When Change Is Hard,"Chip Heath, Dan Heath",https://images.gr-assets.com/books/1422839688m/6570502.jpg
201145,"A Kiss for Little Bear (An I Can Read Book) by Minarik, Else Holmelund [1984]","Else Holmelund Minarik, Maurice Sendak",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
16718083,"The Redemption of Callie & Kayden (The Coincidence, #2)",Jessica Sorensen,https://images.gr-assets.com/books/1366785115m/16718083.jpg
86737,"City of Masks (Stravaganza, #1)",Mary Hoffman,https://images.gr-assets.com/books/1294870497m/86737.jpg
6045456,"The Secret Speech (Leo Demidov, #2)",Tom Rob Smith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
139220,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,https://images.gr-assets.com/books/1320554917m/139220.jpg
9014,The Long Walk,"Richard Bachman, Stephen King",https://images.gr-assets.com/books/1309212400m/9014.jpg
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,https://images.gr-assets.com/books/1410138134m/10639.jpg
102955,"Preacher, Volume 8: All Hell's a-Coming","Garth Ennis, Steve Dillon, John McCrea",https://images.gr-assets.com/books/1309916812m/102955.jpg
18553,"The Cay (The Cay, #1)",Theodore Taylor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
98807,Subterranean,James Rollins,https://images.gr-assets.com/books/1336889308m/98807.jpg
241969,"Between, Georgia",Joshilyn Jackson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
73968,"Love Story (Love Story, #1)",Erich Segal,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
185911,"When the Bough Breaks (Alex Delaware, #1)",Jonathan Kellerman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6952423,I Am Ozzy,"Ozzy Osbourne, Chris Ayres",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11436,"Rejoice (Redemption, #4)","Karen Kingsbury, Gary Smalley",https://images.gr-assets.com/books/1406505041m/11436.jpg
15734464,"12th of Never (Women's Murder Club, #12)","James Patterson, Maxine Paetro",https://images.gr-assets.com/books/1353436409m/15734464.jpg
131830,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,https://images.gr-assets.com/books/1320512401m/131830.jpg
196764,A Piece of Cake,Cupcake Brown,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7053,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",Alexander McCall Smith,https://images.gr-assets.com/books/1422951731m/7053.jpg
18211536,"Rush Too Far (Rosemary Beach, #4; Too Far, #4)",Abbi Glines,https://images.gr-assets.com/books/1393569509m/18211536.jpg
13109291,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,https://images.gr-assets.com/books/1341265576m/13109291.jpg
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,https://images.gr-assets.com/books/1419456275m/47212.jpg
95558,Solaris,Stanisław Lem,https://images.gr-assets.com/books/1498631519m/95558.jpg
6905534,"Raised by Wolves (Raised by Wolves, #1)",Jennifer Lynn Barnes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18812405,The Good Girl,Mary Kubica,https://images.gr-assets.com/books/1388340126m/18812405.jpg
77505,"Green Mars (Mars Trilogy, #2)",Kim Stanley Robinson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6922622,Going Rogue: An American Life,"Sarah Palin, Lynn Vincent, Dewey Whetsell",https://images.gr-assets.com/books/1380033996m/6922622.jpg
79257,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,Neil Gaiman,https://images.gr-assets.com/books/1328797053m/79257.jpg
8492,Prophet,Frank E. Peretti,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
23714532,"Beautiful Sacrifice (The Maddox Brothers, #3)",Jamie McGuire,https://images.gr-assets.com/books/1429578280m/23714532.jpg
6326920,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,https://images.gr-assets.com/books/1320527444m/6326920.jpg
775597,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,https://images.gr-assets.com/books/1348541342m/775597.jpg
248483,"Austenland (Austenland, #1)",Shannon Hale,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
14996,"Brother Odd (Odd Thomas, #3)",Dean Koontz,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3463,A Bend in the Road,Nicholas Sparks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,https://images.gr-assets.com/books/1260954505m/105.jpg
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"Neil Postman, Andrew Postman",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5061675,"A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)",George R.R. Martin,https://images.gr-assets.com/books/1336020650m/5061675.jpg
767307,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",Caleb Carr,https://images.gr-assets.com/books/1433066571m/767307.jpg
158141,Wiseguy,Nicholas Pileggi,https://images.gr-assets.com/books/1223643389m/158141.jpg
18667779,Everything Leads to You,Nina LaCour,https://images.gr-assets.com/books/1389744233m/18667779.jpg
9526,Embroideries,"Marjane Satrapi, Anjali Singh",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6681333,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19063,The Book Thief,Markus Zusak,https://images.gr-assets.com/books/1390053681m/19063.jpg
4667024,The Help,Kathryn Stockett,https://images.gr-assets.com/books/1346100365m/4667024.jpg
273512,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13093001,"Stolen Prey (Lucas Davenport, #22)",John Sandford,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
774001,Amelia Bedelia  (Amelia Bedelia #1),"Peggy Parish, Fritz Siebel",https://images.gr-assets.com/books/1353400157m/774001.jpg
42038,Shakespeare's Sonnets,"William Shakespeare, Katherine Duncan-Jones",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
426775,Chasing Harry Winston,Lauren Weisberger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
384597,Arcadia,Tom Stoppard,https://images.gr-assets.com/books/1463617930m/384597.jpg
24429934,The Einstein Prophecy,Robert Masello,https://images.gr-assets.com/books/1434549503m/24429934.jpg
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,https://images.gr-assets.com/books/1376392909m/28876.jpg
23398625,Kitchens of the Great Midwest,J. Ryan Stradal,https://images.gr-assets.com/books/1428066565m/23398625.jpg
6080420,Commencement ,J. Courtney Sullivan,https://images.gr-assets.com/books/1392259807m/6080420.jpg
4929,Kafka on the Shore,"Haruki Murakami, Philip Gabriel",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11450360,"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)","Stephenie Meyer, Young Kim",https://images.gr-assets.com/books/1327891963m/11450360.jpg
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,https://images.gr-assets.com/books/1320460606m/6693332.jpg
233818,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,https://images.gr-assets.com/books/1475166260m/233818.jpg
2702704,"Faefever (Fever, #3)",Karen Marie Moning,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,https://images.gr-assets.com/books/1408547261m/20980987.jpg
14743,The God Delusion,Richard Dawkins,https://images.gr-assets.com/books/1347220693m/14743.jpg
11966216,"Torn (Trylle, #2)",Amanda Hocking,https://images.gr-assets.com/books/1397954544m/11966216.jpg
6907672,The Talisman (Volume 1): The Road of Trials,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",https://images.gr-assets.com/books/1320441659m/6907672.jpg
48862,Brighton Rock,"Graham Greene, J.M. Coetzee",https://images.gr-assets.com/books/1337363402m/48862.jpg
535441,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,https://images.gr-assets.com/books/1320562270m/535441.jpg
8,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","J.K. Rowling, Mary GrandPré",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13568322,The Zombie Room,R.D. Ronald,https://images.gr-assets.com/books/1348552492m/13568322.jpg
298137,Mao's Last Dancer,Li Cunxin,https://images.gr-assets.com/books/1309282858m/298137.jpg
21064599,"Shopaholic to the Stars (Shopaholic, #7)",Sophie Kinsella,https://images.gr-assets.com/books/1398905552m/21064599.jpg
16070903,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,https://images.gr-assets.com/books/1349565157m/16070903.jpg
156530,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",https://images.gr-assets.com/books/1306252925m/156530.jpg
233637,The Hidden Staircase (Nancy Drew #2),"Carolyn Keene, Mildred Benson",https://images.gr-assets.com/books/1172964121m/233637.jpg
542414,"Scorpia (Alex Rider, #5)",Anthony Horowitz,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
205218,Ethics,"Baruch Spinoza, Edwin M. Curley, Stuart Hampshire, Edwin Curley",https://images.gr-assets.com/books/1462223700m/205218.jpg
11861815,"Winger (Winger, #1)",Andrew  Smith,https://images.gr-assets.com/books/1367927656m/11861815.jpg
15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,https://images.gr-assets.com/books/1357108762m/15507958.jpg
1210754,"Sun and Moon, Ice and Snow",Jessica Day George,https://images.gr-assets.com/books/1317065700m/1210754.jpg
13153,Hide and Seek,James Patterson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
556629,The Holiness of God,R.C. Sproul,https://images.gr-assets.com/books/1175783071m/556629.jpg
18692431,"Everything, Everything","Nicola Yoon, David Yoon",https://images.gr-assets.com/books/1450515891m/18692431.jpg
13526165,"Where'd You Go, Bernadette",Maria Semple,https://images.gr-assets.com/books/1338822317m/13526165.jpg
12040447,"Shadows in Flight (Ender's Shadow, #5)",Orson Scott Card,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
23492741,The Marriage of Opposites,Alice Hoffman,https://images.gr-assets.com/books/1438581390m/23492741.jpg
4143,Barrel Fever: Stories and Essays,David Sedaris,https://images.gr-assets.com/books/1453273003m/4143.jpg
18115061,"Before Jamaica Lane (On Dublin Street, #3)",Samantha Young,https://images.gr-assets.com/books/1372090894m/18115061.jpg
11306337,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,Dave Ramsey,https://images.gr-assets.com/books/1327904526m/11306337.jpg
6457081,Remarkable Creatures ,Tracy Chevalier,https://images.gr-assets.com/books/1327161912m/6457081.jpg
136637,"Brimstone (Pendergast, #5; Diogenes, #1)","Douglas Preston, Lincoln Child",https://images.gr-assets.com/books/1369943498m/136637.jpg
124524,Joni: An Unforgettable Story,"Joni Eareckson Tada, Joe Musser",https://images.gr-assets.com/books/1360187347m/124524.jpg
1491906,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
366346,"204 Rosewood Lane (Cedar Cove, #2)",Debbie Macomber,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6361871,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,https://images.gr-assets.com/books/1366775743m/6361871.jpg
5093,"Song of Susannah (The Dark Tower, #6)","Stephen King, Darrel Anderson",https://images.gr-assets.com/books/1372296326m/5093.jpg
15019,"Conversations With God: An Uncommon Dialogue, Book 2",Neale Donald Walsch,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
663098,"The Devil You Know (Felix Castor, #1)",Mike Carey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7244,The Poisonwood Bible,Barbara Kingsolver,https://images.gr-assets.com/books/1412242487m/7244.jpg
361081,"Pacific Vortex! (Dirk Pitt, #1)","Clive Cussler, Michael Pritchard",https://images.gr-assets.com/books/1269478239m/361081.jpg
363752,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,https://images.gr-assets.com/books/1395233618m/363752.jpg
1298171,Finding Nemo,"Andrew Stanton, Walt Disney Company",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
251519,Good Grief,Lolly Winston,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
14082,Malgudi Days,"R.K. Narayan, Jhumpa Lahiri",https://images.gr-assets.com/books/1455574981m/14082.jpg
2748,Microserfs,Douglas Coupland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13154952,Calico Joe,John Grisham,https://images.gr-assets.com/books/1329430545m/13154952.jpg
3863861,Just the Sexiest Man Alive,Julie James,https://images.gr-assets.com/books/1342552584m/3863861.jpg
4601396,Pygmy,Chuck Palahniuk,https://images.gr-assets.com/books/1320495043m/4601396.jpg
16061295,"Sixth Grave on the Edge (Charley Davidson, #6)",Darynda Jones,https://images.gr-assets.com/books/1396827029m/16061295.jpg
98233,Founders at Work: Stories of Startups' Early Days,Jessica Livingston,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
56919,La tregua,Mario Benedetti,https://images.gr-assets.com/books/1371167309m/56919.jpg
10127019,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,https://images.gr-assets.com/books/1333576876m/10127019.jpg
51737,The Truth About Forever,Sarah Dessen,https://images.gr-assets.com/books/1362767907m/51737.jpg
417780,Why Mosquitoes Buzz in People's Ears,"Verna Aardema, Leo Dillon, Diane Dillon",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13105527,I Wrote This For You,"pleasefindthis, Iain S. Thomas, Jon Ellis",https://images.gr-assets.com/books/1413756174m/13105527.jpg
33443,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",Joanne Fluke,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
386372,"Mort (Death, #1; Discworld, #4)",Terry Pratchett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
172732,The Motorcycle Diaries: Notes on a Latin American Journey,"Ernesto Che Guevara, Aleida Guevara March",https://images.gr-assets.com/books/1354902593m/172732.jpg
45546,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,https://images.gr-assets.com/books/1408925996m/45546.jpg
206196,"The Lions of Lucerne (Scot Harvath, #1)",Brad Thor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15803037,Red Sparrow (Red Sparrow Trilogy #1),Jason  Matthews,https://images.gr-assets.com/books/1361806944m/15803037.jpg
3465,Three Weeks With My Brother,"Nicholas Sparks, Micah Sparks",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2241558,"The Other Queen (The Plantagenet and Tudor Novels, #15)",Philippa Gregory,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
107770,The Secret (Highlands' Lairds #1),Julie Garwood,https://images.gr-assets.com/books/1312123398m/107770.jpg
18815695,The Pecan Man,Cassie Dandridge Selleck,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
58547,Journals,Kurt Cobain,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
91201,Doctors,Erich Segal,https://images.gr-assets.com/books/1383563051m/91201.jpg
7980,"Pearls of Lutra (Redwall, #9)",Brian Jacques,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
892295,The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),"Arthur Conan Doyle, William S. Baring-Gould",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
16315,Crooked House,Agatha Christie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8389671,The Red Garden,Alice Hoffman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15801967,Contagious: Why Things Catch On,Jonah Berger,https://images.gr-assets.com/books/1376783352m/15801967.jpg
65641,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis, Pauline Baynes",https://images.gr-assets.com/books/1336139237m/65641.jpg
15902792,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",Billy Crystal,https://images.gr-assets.com/books/1411351481m/15902792.jpg
25148,The Fuck-Up,Arthur Nersesian,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24488476,"The Fate of Ten (Lorien Legacies, #6)",Pittacus Lore,https://images.gr-assets.com/books/1429799057m/24488476.jpg
6559316,"Bite Me (A Love Story, #3)",Christopher Moore,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3243517,رأيت رام الله,"Mourid Barghouti, مريد البرغوثي",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2879,"Bleach, Volume 15",Tite Kubo,https://images.gr-assets.com/books/1417981626m/2879.jpg
18126198,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",Veronica Roth,https://images.gr-assets.com/books/1393687572m/18126198.jpg
845403,Mufaro's Beautiful Daughters: An African Tale,John Steptoe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6609765,Out of My Mind,Sharon M. Draper,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
598159,"Panda Bear, Panda Bear, What Do You See?","Bill Martin Jr., Eric Carle",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17143,Go Tell It on the Mountain,James     Baldwin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
168642,In Cold Blood,Truman Capote,https://images.gr-assets.com/books/1424931136m/168642.jpg
22055262,"A Darker Shade of Magic (Shades of Magic, #1)","V.E. Schwab, Victoria Schwab",https://images.gr-assets.com/books/1400322851m/22055262.jpg
15811545,A Tale for the Time Being,Ruth Ozeki,https://images.gr-assets.com/books/1463767452m/15811545.jpg
15195,"The Complete Maus (Maus, #1-2)",Art Spiegelman,https://images.gr-assets.com/books/1327354180m/15195.jpg
6611038,"Spider's Bite (Elemental Assassin, #1)",Jennifer Estep,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
85321,The Tenth Justice,Brad Meltzer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11468377,"Thinking, Fast and Slow",Daniel Kahneman,https://images.gr-assets.com/books/1317793965m/11468377.jpg
15567,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",Terry Brooks,https://images.gr-assets.com/books/1328325115m/15567.jpg
31266,The Scarlatti Inheritance,Robert Ludlum,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1316382,The Wednesday Letters,Jason F. Wright,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
136782,"Stormbreaker (Alex Rider, #1)",Anthony Horowitz,https://images.gr-assets.com/books/1288354739m/136782.jpg
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,https://images.gr-assets.com/books/1459785141m/25733990.jpg
51362,The Survivors Club,Lisa Gardner,https://images.gr-assets.com/books/1298426240m/51362.jpg
124509,Smilla's Sense of Snow,"Peter Høeg, Tiina Nunnally",https://images.gr-assets.com/books/1485595488m/124509.jpg
2845024,Anathem,Neal Stephenson,https://images.gr-assets.com/books/1488349209m/2845024.jpg
867248,Bear Snores On,"Karma Wilson, Jane Chapman",https://images.gr-assets.com/books/1344390790m/867248.jpg
12888599,The Lifeboat,Charlotte Rogan,https://images.gr-assets.com/books/1344266875m/12888599.jpg
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
92855,"First King of Shannara (The Original Shannara Trilogy, #0)",Terry Brooks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18867685,"The Atlantis Plague (The Origin Mystery, #2)",A.G. Riddle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
87424,Tintin in the Land of the Soviets (Tintin #1),"Hergé, Leslie Lonsdale-Cooper, Michael Turner",https://images.gr-assets.com/books/1327959256m/87424.jpg
7203690,"Chasing Perfect (Fool's Gold, #1)",Susan Mallery,https://images.gr-assets.com/books/1278170007m/7203690.jpg
